"Professor","Class_Code","Class_Name","Dept","Dept.Type","Overall_Rating","Easiness","Clarity","Workload","Helpfulness","Average_A_Plus","Average_A","Average_A_Minus","Average_B_Plus","Average_B","Average_B_Minus","Average_C_Plus","Average_C","Average_C_Minus","Average_D_Plus","Average_D","Average_D_Minus","Average_F","Avg_GPA","Review","Review.Quarter","Reviewer.Grade"
"Rene A Ong","PHYSICS 126","Elementary Particle Physics","PHYSICS","stem",1.5,3,2.5,3,2,0.102666666666667,0.280333333333333,0.133666666666667,0.180666666666667,0.111,0.0733333333333333,0.043,0.076,0,0,0,0,0,3.40466666666667,"Prof. Ong is a nice person, but this class was not fun at all: it is completely lacking in rigor, and it's mostly about remembering equations and experimental results without really understanding their origins from a concrete set of principles.","Winter 2022","B+"
"Rainer Wallny","PHYSICS 126","Elementary Particle Physics","PHYSICS","stem",4.4,1.4,4,1.4,4.4,0.077,0.423,0.077,0.269,0.038,0,0,0.038,0.038,0,0,0,0.038,3.4272,"Simply the best physics professor in the department! he's always around and always willing to help. he was away a lot, but hes always very quick with emails; usually doesnt take longer then a few hours. he made 126 really enjoyable, too bad he's not teaching anything else UD.",NA,NA
"George Igo","PHYSICS 124","Nuclear Physics","PHYSICS","stem",3.4,2.4,3,2.4,3.6,0.143666666666667,0.476666666666667,0.129666666666667,0.074,0.0556666666666667,0.0556666666666667,0,0.0646666666666667,0,0,0,0,0,3.65193333333333,"A decent professor who does a good job at getting the point of the material across, through examples and by answering any questions students have.",NA,NA
"Zhongbo Kang","PHYSICS 124","Nuclear Physics","PHYSICS","stem",4,3.7,4,3.3,4,0.129571428571429,0.192285714285714,0.158428571428571,0.101428571428571,0.160714285714286,0.101428571428571,0.0438571428571429,0.0687142857142857,0.0158571428571429,0.00357142857142857,0.015,0,0.00914285714285714,3.24922857142857,"Professor Kang is incredibly condescending and spends a good portion of class time reminding students that they are nothing without a PhD. While I think he is knowledgeable on the subject matter, his attitudes and biases detract significantly from the classroom environment. Further, good luck if you have an extenuating circumstance or a job interview that requires flexibility, Professor Kang does not care, does not treat students as adults, and will insinuate that you will use his leniency to cheat. I personally feel like Professor Kang is lacking in professionalism and some real world understanding. Homework was easy, tests were harder.","Fall 2023","A-"
"Robijn Bruinsma","PHYSICS 115B","Quantum Mechanics","PHYSICS","stem",5,2,4.5,2,5,0.0715,0.163,0.1325,0.1835,0.1835,0.1325,0.0405,0.0305,0.0305,0.01,0,0,0.02,3.16105,"very heavy workload with (about 10-15 hrs homework per week to expect) but the professor is very helpful who add extra office hours(3 hrs per week and he stay late until you asked all your problems too). He knows a lot intersting facts about physics career too internationally. and also he's a very funny professor who can always make hard lecture funny and make you more interested in the subject.  TA constantly come to lecture to hack what's the process of the course so that the discussion is a perfect reinforcement of the lecture.the homework is challenging (usually 9 problems per week, 3 is DIY by professor) but also intriguing which really help you understand the material.The exam is too much though. I can't finish all my problems during the midterm.But in general, If you are here to persue knowledge (or plan to go to graduate school) take with him. the extra knowledge he provide will for sure benifit you for your further career. and the patentness of him are for sure will help you catch up with what you haven't learned but all the others knows. -- as long as you are willing to spend time on the subject.on the other hand, if you are looking for a easy A, then take with others, the course is fulfulling but definitly can not be described as easy.","Fall 2019","A-"
"Sudip Chakravarty","PHYSICS 115B","Quantum Mechanics","PHYSICS","stem",3,1.9,2.9,1.7,2.9,0.0253846153846154,0.200538461538462,0.182538461538462,0.170461538461538,0.153538461538462,0.0887692307692308,0.0663076923076923,0.068,0.0268461538461538,0.00215384615384615,0.00946153846153846,0,0.00607692307692308,3.18830769230769,"The professor just copy everything from the book in the lectures. He is very arrogant and think every questions you asked as trivial questions. Not recommend to take.","Winter 2015",NA
"Michael Gutperle","PHYSICS 115B","Quantum Mechanics","PHYSICS","stem",3,2.5,3.5,1.5,4.2,0.07,0.1665,0.166,0.111,0.138,0.084,0.112,0.084,0.027,0.0405,0,0,0,3.09145,NA,NA,NA
"Paul Hamilton","PHYSICS 115B","Quantum Mechanics","PHYSICS","stem",3,3,3.5,4,3.5,0.096,0.143333333333333,0.124666666666667,0.200333333333333,0.115666666666667,0.104666666666667,0.0946666666666667,0.0593333333333333,0.0136666666666667,0.0183333333333333,0.00666666666666667,0,0.0226666666666667,3.09943333333333,"I think Hamilton is a really good professor overall. The grading scheme consisted of homework, two midterms, and a final exam. The homework was pretty straightforward overall. The midterms I thought were extremely fair. If I had to give a tip to do well on the midterms I would say do the practice midterms he gives out and go to the review session. The questions on the midterms/final were not computationally intensive but rather conceptually difficult, so you really have to make sure you understand the ideas presented in this course. The final exam was exactly like the midterms just longer. The midterms/final are open book but the midterms are designed to take almost the whole time of the class so it doesn't really help for those. Overall I really liked Hamilton for quantum, and I don't think he deserves his rating on bruin walk. The only thing that was a negative was that he was pretty monotone so his lectures weren't super engaging overall. Also he goes super slow for the first two weeks for review of 115A but the pace increases quite a bit after that so keep that in mind if you take him.","Fall 2022","A"
"Terry Tomboulis","PHYSICS 115B","Quantum Mechanics","PHYSICS","stem",3,3,2,3,3,0.0134,0.1562,0.1324,0.1172,0.1812,0.1036,0.0806,0.1152,0.0476,0.0178,0.004,0.0118,0.0192,2.91046,NA,NA,NA
"Vladimir Vassiliev","PHYSICS 115B","Quantum Mechanics","PHYSICS","stem",3.3,1.8,3,1.3,3.3,0.111666666666667,0.101333333333333,0.109,0.182,0.159,0.169,0.111333333333333,0.028,0.0166666666666667,0,0,0,0.0113333333333333,3.1296,"Why would you want to take another professor? This guy knows his stuff, he teaches it in an awesome way (though he tends to overlap too often so we don't get to enough of the material), and he sounds like a bad guy from a James Bond movie. Seriously though, go to office hours if you get him because there is no doubt he will hate your class for being idiots (because everyone will be too intimidated to answer his questions for fear of answering incorrectly) and you will succeed. He's a great one-on-one teacher, and he also has some interesting ideas about quantum mechanics.",NA,NA
"Giovanni Zocchi","PHYSICS 115B","Quantum Mechanics","PHYSICS","stem",3.4,2.8,3.4,2.8,3.2,0.126,0.388,0.122666666666667,0.0613333333333333,0.142666666666667,0.0193333333333333,0.0226666666666667,0.101666666666667,0,0,0.00933333333333333,0,0.00566666666666667,3.45726666666667,"Professor Zocchi has a heavy accent, making it difficult to understand what he's saying, and his notes aren't very clear either. Difficult to follow along to his lectures.","Fall 2020",NA
"David Bauer","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",3.9,3.1,3.9,3.4,3.9,0.108333333333333,0.342,0.151333333333333,0.113,0.0763333333333333,0.056,0.055,0.038,0.0276666666666667,0.012,0.004,0.008,0.008,3.3891,"I'm going to be honest with y'all. Taking Bauer during fall quarter absolutely sucked. I heard from all my friends who took him in the past that he was a pretty chill dude so I was excited to take the class. However, I guess after doing spring and summer online and having kids receive a shit ton of As that made him become a bit jaded and make the class a bit more annoying to complete.  Initially, the class seems like your average physics class with discussions  (10%), labs (15%), and homework (10%), and quizzes (40%). However, he attempted to mix up the class a paper that counted as a midterm (2.5%) and a final paper that was worth (12.5%).  For the first paper, I'll give him a pass because it didn't really matter since it was worth so little and was supposed to be a litmus test for what he was looking for in the final paper. But the problem was that he didn't even give proper feedback to the first paper so we couldn't even learn from our mistakes coupled with the fact that we had a final and final paper in the class due just made the whole process so stressful.  Not even to mention he originally had the basis of an A increased that a solid A was a 95 as well.  I just feel overall he really seemed like he wanted to reduce the number of As in the class but I just felt like the addition of the papers as well as his stubbornness regarding grading as well just left a sour taste in my mouth. I'm sure in person he's a decent person to take but as for online I say just avoid him all together unless you absolutely have to.","Fall 2020","A"
"Anton Sergeivich Bondarenko","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",3.5,2.1,4,3.1,3.9,0.052,0.099,0.117,0.131,0.149,0.134,0.108,0.09,0.055,0.015,0.044,0.006,0,2.8676,"Bondarenko is the most prepared and dedicated professor I have ever had. He uses a combination of powerpoint slides and handwritten notes. I never took a physics class prior to taking the 5 series, but he teaches from the very basics and builds onto that. He tends to follow the textbook closely, so it is not necessary to read the textbook. In regards to studying for exams, it is crucial to understand the problems that he goes over during the review sessions. The problems on the exam tend to resemble those of the review sessions but with slight modifications. The midterms are time-constrained, which resulted in rather low averages, but the final exam was fair. The only tough part is being able to draw connections when solving the problem because he asks for the answer in terms of certain variables. He is generous in allowing one notecard per exam. Homework is assigned through Mastering Physics, which you will need to purchase. He allows many attempts with no penalties. There are clicker questions, but they are graded based on participation and not accuracy. Discussion is optional, but usually the TAs will go over certain homework problems that Bondarenko handpicks. Also, he tends to teach a little bit slower than the other physics professors, so you may find it difficult to do the labs when he has not taught that topic yet. Finally, his grading scale is like a rank system, and he claims that it is only more generous than a normal grading scale. Overall, Bondarenko is an excellent professor, and I do not regret taking him for both 5A and 5B. He is such a patient professor, and it is really obvious that he genuinely cares about his students. Take him, you won't regret it.","Winter 2019","A-"
"Andrea D Chaney","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",5,5,5,5,5,0.0815,0.2225,0.12,0.1405,0.1415,0.081,0.0665,0.076,0.031,0.013,0.008,0.008,0.01,3.155,NA,NA,NA
"Mostafa El Alaoui","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",3.3,4.3,3.3,4,3.3,0.19,0.281,0.17,0.137,0.026,0.092,0.033,0.033,0.026,0,0.007,0,0.007,3.4846,"Can't say much about Mostafa's lectures as I attended like 3, but his exams are pretty easy which is what really matters. Problems are largely ripped straight out of lecture practice and sometimes homework (only the easy homework problems though.) He also doesn't seem to have issues answering questions during exams - he reexplained the concepts for one problem on the final when I just asked about wording.I will say that he seems to have left one chapter uncovered by the end, but honestly I doubt you're going to care in the long run seeing how this is a class for life science majors.In short, take Mostafa for the GPA boost and move on, but don't skimp on studying just because the exam problems are rehashes.","Spring 2019","A+"
"Karoly Holczer","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",3.5,4.2,2.2,3.9,3.2,0.394,0.4662,0.0922,0.0116,0.0276,0.003,0.001,0.0032,0,0,0,0,0.001,3.91982,"Holczer is a very kind professor who genuinely wants his students to succeed. However, he's not the best lecturer. After the first lecture, I never watched another one, even the recordings. His teaching style is vague and his handwriting is difficult to read. Honestly, just read the textbook and you'll be fine. It does a great job explaining concepts and also gives plenty of example problems. The homework for this class is typical for a physics 5 class. There's a weekly problem set and weekly mastering physics questions, but they shouldn't take more than 2-3 hours to complete. In my opinion, the exams (2 midterms, 1 final) were pretty easy, considering that I only watched one lecture throughout the entire quarter. Going through the example problems in the textbook and the problem sets will definitely help you prepare for the exams. So if you want an easy A, which most people do, take Holczer. However, if you want a more engaging lecturer, maybe try a different professor.","Winter 2021","A+"
"Justin Lancaster","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",2.9,2.8,2.8,3.1,3,0.463,0.241,0.1045,0.0465,0.0595,0.041,0.0265,0.0055,0.007,0.0025,0,0,0.003,3.7324,"PLEASE DO NOT TAKE THIS CLASS. Justin Lancaster is an utterly incompetent professor. I was forced to take Lancaster for Physics 5A and Physics 5B because the other professors’ classes had filled, and I can say without a doubt that Lancaster is the worst professor I’ve ever had or will ever have at UCLA.First, Lancaster chose to use pre-recorded lectures from Spring 2020 as our lectures for the Winter 2021 quarter. If you want to spend thousands of dollars of tuition on year-old lecture videos and have a professor give zero effort in return for all the work you put into a class, then Lancaster is your guy! In these pre-recorded lectures, Lancaster spends an hour reading word-for-word off the textbook company’s pre-prepared slides and rattling off equations and concepts without providing any explanation for where they came from. This made it very difficult to understand how to apply those concepts and equations, and it again demonstrates how Lancaster could not even put in the effort to make his own slides or prepare his own explanations.Second, Lancaster made it very difficult to have a live interaction with him or get our questions answered during office hours. The quarter began with professor Lancaster’s office hours being held on Tuesdays and Thursdays at 4 PM as stated in the syllabus, but they were suddenly changed in the middle of the quarter with no reason given to us to Tuesdays at 10 AM and Thursdays at 11 AM. Many students reached out to professor Lancaster to tell him that those new times conflicted with our other classes, but he decided to keep the new times because they worked better for him even though far fewer people were able to come to office hours after that. If you are fortunate enough to be able to attend office hours, Lancaster frequently makes mistakes when solving problems and has to be corrected by students.Finally, the exams are extremely stressful and unpredictable. Lancaster decided that giving less time for exams would be best for remote learning, so he subjected us to 35 minute midterms and a 2 hour final. Lancaster made no accommodations for students who have Internet issues, do not have a quiet home environment, or are international students in a different time zone. In fact, in one of his last office hours sessions, he said that he would be deliberately giving international students a more difficult final exam. On top of that, Lancaster provides hardly any study material that is representative of what exams are like. The old tests and discussion worksheets are nowhere near the difficulty of his current exams and they sometimes do not even have the same topics as his current exams. On our second midterm and final for 5B, he tested us on topics such as tension, static equilibrium, and projectile motion that are literally 5A material! It is also impossible to earn 100% in the homework category to cushion your grade, because Professor Lancaster set up Mastering Physics so that you lose points if you don’t get the answer correct on your first try.In conclusion, even if Lancaster improves when we return to in-person learning, his complete lack of effort or concern for students during a global pandemic speaks volumes about his true character as a person and his inadequacy as a professor.","Winter 2021","A"
"Mayank Mehta","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",2,2.2,1.8,3,1.8,0.09,0.706,0.107,0.068,0.028,0,0,0,0,0,0,0,0,3.8883,"Let me start by saying, if there has ever been a professor more deserving of a review, it’s Mehta. Much like the other comments from this quarter, this class was a complete disaster. I have never had a professor who so blatantly cared less about the well-being of his students and the organization of a class. Despite only having three instructors—Mehta and two TAs—there was effectively ZERO communication between them ever, and there was never a clear answer as to what would be on a test. Concerning the lectures themselves, he frequently ended the lectures early, as if he just wanted to leave asap; he only ever read from pre-made slides, clearly never putting extra effort into making the material even remotely interesting.","Spring 2023","A+"
"Christoph Niemann","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",4.5,3.8,4.7,4,4.5,0.0273333333333333,0.366666666666667,0.146666666666667,0.139333333333333,0.133333333333333,0.0536666666666667,0.027,0.053,0.044,0.00366666666666667,0,0,0.00566666666666667,3.37103333333333,"I thought this was a pretty fair class! Niemann very clearly cares about his students and how much you're learning, which I really appreciated and don't always see in my lower division courses.","Fall 2019","A"
"Jacqueline Pau","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",2.9,2.6,2.7,2.6,2.7,0.138,0.165,0.139,0.1425,0.1085,0.0885,0.087,0.033,0.042,0.033,0.0085,0,0.013,3.1499,"Honestly, taking this class with Pau was interesting as is. Similar to other reviews, the weighting of different assignments didn't change much except for the HW and Quiz proportions just swapping (due to class voting). Nevertheless, as a quick TLDR, this class was an absolute pain to take, and even though it was online, I would still NOT want to take this class with Pau. Thus, here we go with this review - I'll systematically dissect all the components of the class to give a better overview of how this went:","Summer 2021","A+"
"Joshua Samani","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",3.7,2.8,4.2,3.4,3.9,0.06775,0.40275,0.14575,0.09125,0.10925,0.058,0.02775,0.03575,0.0235,0.013,0.00925,0.00225,0.01375,3.40975,"Professor Samani is by far the best physics professor I have EVER had. There are a ton of recent negative comments about him on here, but these are just some of the reasons why people might have left them:","Winter 2022","A+"
"David Schriver","PHYSICS 5B","Physics for Life Sciences Majors: Thermodynamics, Fluids, Waves, Light, and Optics","PHYSICS","stem",4.9,4.1,5,3.6,4.8,0.174,0.576333333333333,0.0743333333333333,0.0923333333333333,0.0476666666666667,0.0256666666666667,0.00333333333333333,0.00333333333333333,0,0,0,0,0.00333333333333333,3.8077,"Schriver is the best professor I have ever had at UCLA!! He truly cares about his students and their learning, explaining concepts very clearly and going over many example/practice problems that are very similar to his exams. The averages on the two midterms were in the 80s, with a standard deviation around 12.  The lecture before the exams (ie on Wednesday with a Friday exam) are big review sessions where Schriver just goes over a ton of practice problems.  He skips around on the math, but to study, I would just go over the practice problems again and make sure I understood how Schriver solved them.Our grade consisted of homework (mastering physics, about 8 assignments over the 10 weeks), 2 exams (each 15% of our grade), a final, and the lab (15%). Professor Schriver made our final optional very early on in relation to when the UCLA moved online, and he was very kind and understanding of his students' situations. I wish I had gotten to know him on a more personal level, so definitely try to go to office hours when you can! During lectures, he was very sweet and honestly reminds me a lot of Tom Hanks. He did a few cool demonstrations during class too and made some funny dad-style jokes :'). I 1000000% recommend Schriver if you ever get the chance to take his class!!","Winter 2020","A+"
"Stuart Brown","PHYSICS 117","Electronics for Physics Measurement","PHYSICS","stem",3.7,2.2,3.3,1.8,4.5,0.136,0.136,0.273,0.136,0.091,0.182,0,0.045,0,0,0,0,0,3.4013,NA,NA,NA
"Eric R Hudson","PHYSICS 117","Electronics for Physics Measurement","PHYSICS","stem",4.4,1.4,4.2,1.6,3.6,0.075,0.333,0.121333333333333,0.0956666666666667,0.165333333333333,0.0956666666666667,0.0223333333333333,0.0223333333333333,0.0476666666666667,0,0.0223333333333333,0,0,3.35033333333333,"Dr. Hudson is a good professor. He is an experimental physicist, and is perfect for a class like Physics 117. Grading was nice for this class. (Although I cannot comment on how he grades lecture classes).",NA,NA
"David Saltzberg","PHYSICS 117","Electronics for Physics Measurement","PHYSICS","stem",3.6,2.2,3.8,1.7,4.1,0.0835714285714286,0.384428571428571,0.195857142857143,0.143857142857143,0.091,0.0502857142857143,0.0191428571428571,0.014,0.00957142857142857,0,0,0,0.009,3.56847142857143,"Professor Saltzberg is very approachable. He is assumed to be very busy as the chair of Physics department but he replied to any messages in Slack very fast.","Winter 2022","A"
"Christian Schneider","PHYSICS 117","Electronics for Physics Measurement","PHYSICS","stem",4,2,2,1,5,0.102,0.069,0.312,0.2765,0.102,0.105,0,0,0.0335,0,0,0,0,3.3973,"I have mixed feelings about this class. On one hand, yes, this class is probably one of the most useful and practical classes you will ever take in your life, beyond that of just physics but real life. It is mostly handholding as you learn the techniques, components, and basic theory of electronic circuits each week in lab as a typical ""experiment"" a week until you do your final project.","Fall 2019","A"
"Sudip Chakravarty","PHYSICS 115A","Quantum Mechanics","PHYSICS","stem",3.8,1.8,3.6,1.8,3.1,0.0253846153846154,0.200538461538462,0.182538461538462,0.170461538461538,0.153538461538462,0.0887692307692308,0.0663076923076923,0.068,0.0268461538461538,0.00215384615384615,0.00946153846153846,0,0.00607692307692308,3.18830769230769,"The way this class was organized was relatively straightforward, which is great when you're first taking a quantum class.  The questions on the midterm and final are mostly from concepts already covered, and there's a good balance of the math and conceptual components of the class. Sudip goes into very great detail about the topics and he does genuinely care that every single student understands every topic covered, which is admirable especially in the physics department. One problem I had though was that we moved at a very slow speed. Most of the class was chapter 2 of Griffiths, and then there was a speed round for chapter 3 over the last two weeks, which I would have appreciated if it were more balanced and sped up other parts instead of lingering. Some lectures had quite a bit of overlap with other previous lectures without stating anything new, and it felt like it didn't actually contribute overall. But I am happy to be taking 115B with Sudip. Also the TA Nico is amazing and you should definitely go to his office hours.","Fall 2017","A-"
"Michael Gutperle","PHYSICS 115A","Quantum Mechanics","PHYSICS","stem",3.2,2,3.2,1.2,4.2,0.07,0.1665,0.166,0.111,0.138,0.084,0.112,0.084,0.027,0.0405,0,0,0,3.09145,NA,NA,NA
"Hong-wen Jiang","PHYSICS 115A","Quantum Mechanics","PHYSICS","stem",4,2,1,1,2,0.0386666666666667,0.118,0.135333333333333,0.116,0.166,0.128333333333333,0.0996666666666667,0.12,0.0573333333333333,0,0.0103333333333333,0.00633333333333333,0.00566666666666667,2.93616666666667,NA,NA,NA
"Jianwei Miao","PHYSICS 115A","Quantum Mechanics","PHYSICS","stem",4,3,4,3,5,0.0245,0.147,0.1985,0.139,0.1745,0.1215,0.1055,0.0635,0.009,0,0,0,0.0165,3.11565,"He was a very good lecturer and cared about his students. I felt his two midterms were very straightforward (drops the lowest one) but his final was a little tricky. The last few weeks were a little rushed. That said, he was a very good teacher and was helpful during office hours and I would recommend him.","Spring 2019","B"
"Ni Ni","PHYSICS 115A","Quantum Mechanics","PHYSICS","stem",4.3,3,4.3,3.3,4.7,0.145,0.2255,0.16875,0.09475,0.1155,0.10375,0.0085,0.0985,0.02975,0,0,0,0.0105,3.3128,"Pros: Professor is nice, she follows the Griffiths book closely and tightly, so you feel secure about what you learnt. She has all materials pre-posted, notes (handwritten)/lecture videos. Plus the book, you know where to find answers for things.","Fall 2022","A"
"Seth J Putterman","PHYSICS 115A","Quantum Mechanics","PHYSICS","stem",2.4,1.4,2.6,1.2,3.8,0.0855,0.263,0.17375,0.14125,0.123,0.0795,0.03075,0.02775,0.018,0,0.039,0,0.0195,3.282475,"The lectures covered everything up to chapter 3 and some other stuff putterman thought was important. However, both midterms and the final could be ACED if you had just focused on chapter 2 alone... and that's 80% of the entire grade. For 115a, make sure you know everything about chapter 2 in griffith's intro to quant mech, try to do every problem in the chapter. Putterman's tests are tricky, and the math involved always look overly complicated at first; he expect you to apply the fundamentals and simplify the problems.",NA,NA
"B. C Regan","PHYSICS 115A","Quantum Mechanics","PHYSICS","stem",3.8,1.8,3.2,2.2,4,0.104,0.208,0.083,0.083,0.146,0.208,0.063,0.063,0,0,0.021,0,0.021,3.1205,"Regan: cool funny guytests: crazy hardhomework: ALOThbar: stupid human constantdon: enlightenedthe curve: GNARLY","Spring 2021","A"
"Zvi Bern","PHYSICS 131","Mathematical Methods of Physics","PHYSICS","stem",4.2,2.8,4,2.5,4.5,0.116,0.093,0.279,0.047,0.163,0.093,0.093,0.07,0.023,0,0.023,0,0,3.1795,NA,NA,NA
"Christian Fronsdal","PHYSICS 131","Mathematical Methods of Physics","PHYSICS","stem",3.3,1.6,3.4,1.6,4.6,0.1555,0.1945,0.2095,0.119,0.112,0.1175,0.0425,0.0125,0.025,0,0,0,0.0125,3.38635,"This guy was horrible for 131. Seriously, he is the farthest thing from a ""genius"" (as someone below said). People who a) cannot linearly explain themselves or put themselves in the shoes of the person understanding, and b) who are utterly inflexible and unperceptive, are not geniuses.",NA,NA
"Graciela B Gelmini","PHYSICS 131","Mathematical Methods of Physics","PHYSICS","stem",3.5,2.2,3.2,2,3.3,0.121,0.121,0.086,0.086,0.103,0.069,0.103,0.121,0.069,0.017,0.017,0.034,0.052,2.7244,"Unfortunately a bad class.The topics in this class are absolutely fundamental for physics (it is the basis (pun intended) for every mathematical operation in the realm of physics).","Fall 2022","DR"
"Jianwei Miao","PHYSICS 131","Mathematical Methods of Physics","PHYSICS","stem",4.8,2.4,4.2,2.6,4.6,0.0585,0.156,0.1765,0.166,0.1885,0.0975,0.0915,0.034,0.006,0,0,0,0.0245,3.17625,NA,NA,NA
"Seth J Putterman","PHYSICS 131","Mathematical Methods of Physics","PHYSICS","stem",3.3,1.7,2.3,2.3,3.3,0.107,0.219,0.126,0.1005,0.153,0.0625,0.083,0.0565,0.0385,0,0.0175,0,0.0365,3.11645,"This class is definitely a tough class. Putterman is a pretty engaging lecture and often fun; he really cares about his students understanding of the material. Despite this, there are times where he does cover topics pretty fast in lecture and it often goes above other students' head, mine included. This class had pretty tough material to cover, ranging from the wave equation in multiple dimension + separation of variables, Fourier series and transforms, bessel series, PDEs, and complex analysis. The hws and exams are pretty difficult as well, but Putterman generously curves the class. One thing to note though is that his lectures are not recorded and notes are usually not posted (with the exceptions of pictures of the whiteboard). I do recommend that you attend lecture as I found that more helpful than just looking at pictures of the whiteboard.","Spring 2023","A"
"Joshua Samani","PHYSICS 131","Mathematical Methods of Physics","PHYSICS","stem",4.9,3.6,4.9,3.9,4.9,0.10675,0.15725,0.14975,0.1245,0.13325,0.06925,0.0745,0.07025,0.04525,0.01675,0.0145,0.00625,0.0325,3.037075,"Professor Samani is an amazing educator. He explains math and its applications to physics very well and clearly puts in a lot of effort to make sure his students succeed. You'll have weekly readings from his course notes that will basically explain all of the ""theory"" and then lecture will be focused on applying the math to examples in physics. There are no problem sets; only optional practice quizzes to help you prepare for weekly quizzes. Even though they're optional, I highly recommend doing a few before the quizzes. Discussion is required - you have to do weekly worksheets in assigned groups and are graded on effort/some completion.","Fall 2021","A+"
"Shenshen Wang","PHYSICS 131","Mathematical Methods of Physics","PHYSICS","stem",1.8,3.6,1.9,3.6,1.8,0.13425,0.156,0.1625,0.165,0.12875,0.11225,0.06175,0.05075,0.011,0.00975,0.00425,0,0.00425,3.275225,"Here's my advice for this class: don't take this class. Prof Wang could NOT care less about her students and I learned nothing from her. She reads her lecture notes to us by scrolling through a pdf of her scanned notes from years ago, which is just a harder to read version of the textbook. If you care about your education at all, don't do it, I don't even know what else to say because this quarter had me speechless. I'll summarize:-she's almost always late to class, record being 20 minutes or something-class just cuts out sometimes because of her internet issues, and she will tell you she's going to upload a recording for you to watch, but she won't-doesn't show up to her OH sometimes-cancelled class two(?) times for unknown reasons even though we ended up being so behind that she dropped the whole unit of tensor analysis-spent half a quarter on math 32 stuff which everyone already learned, rushed through Fourier/Laplace which is new, dropped everything else (tensors, PDEs, etc.)Basically all you have to do in this class is skim the textbook before exams and do the HW since most of the quarter is review. I can't think of a single reason why you would take this class with her unless this is the last class you need to graduate and you just want an easy A.","Fall 2020","A+"
"Giovanni Zocchi","PHYSICS 131","Mathematical Methods of Physics","PHYSICS","stem",3,3.2,2.5,2.8,3,0.1415,0.2675,0.07875,0.0675,0.25025,0.04075,0.0215,0.0755,0.02475,0.007,0.01025,0,0.01475,3.272775,"Professor Zocchi wasn’t necessarily the best, but the course is pretty manageable if you have access to solutions from previous quarters (which I didn’t have personally). The HW is not straight from a textbook, so you can’t look up the solutions apart from possibly incorrect answers off Chegg. If you know the HW in detail, then the midterm is not so bad. It helps tremendously having old exams since some elements may be unchanged. The final exam was fairly similar to the provided practice problems, so make sure to know them by heart as well as all the homework if you have sufficient time.","Winter 2019","B+"
"Stuart Brown","PHYSICS 112","Thermal Physics","PHYSICS","stem",3.6,2.6,3.4,2.1,4.4,0.044,0.2116,0.136,0.1456,0.1288,0.1112,0.0616,0.0932,0.0494,0,0,0,0.0186,3.10478,NA,NA,NA
"Eric R Hudson","PHYSICS 112","Thermal Physics","PHYSICS","stem",4.2,1.8,3.8,1,3,0.227,0.273,0.045,0.045,0.136,0.045,0,0.045,0.091,0,0.091,0,0,3.1802,NA,NA,NA
"Seth J Putterman","PHYSICS 112","Thermal Physics","PHYSICS","stem",2.7,1.2,2.5,1.3,3,0.043,0.13,0.043,0.13,0.391,0.043,0.043,0.13,0,0.043,0,0,0,2.984,"Just saw that Putterman is teaching Thermo again. To those out there considering taking him, DON'T DO IT.",NA,NA
"Shenshen Wang","PHYSICS 112","Thermal Physics","PHYSICS","stem",5,5,5,5,5,0.101,0.1875,0.179833333333333,0.171166666666667,0.1365,0.0945,0.0795,0.0278333333333333,0.0185,0,0,0,0.00333333333333333,3.31885,"I expected the absolute worst from her, seeing all the terrible reviews she received in the past. This was my first class with her so I have no idea how she was back then, but I believe she upped her teaching game over time. I didn't experience any of the issues I saw in those reviews and I think she taught the course fairly well. She's not the most engaging lecturer to be frank, but I think a part of that is due to the subject itself, which I personally didn't find super interesting.","Spring 2023","B+"
"Arash Bellafard","PHYSICS 1A","Physics for Scientists and Engineers: Mechanics","PHYSICS","stem",2.8,2.4,2.8,2.4,3,0.007,0.088,0.124,0.155,0.185666666666667,0.111333333333333,0.113333333333333,0.11,0.0536666666666667,0.007,0,0,0.0463333333333333,2.7889,"I drop the class, worst worst worst professor ever","Spring 2018","I"
